INPUT:original	INPUT:annotation	GOLDEN:result	GOLDEN:entity1	GOLDEN:entity2	GOLDEN:entity3	GOLDEN:entity4	GOLDEN:entity5	GOLDEN:entity6	GOLDEN:entity7	GOLDEN:entity8	GOLDEN:attribute1	GOLDEN:attribute2	GOLDEN:attribute3	GOLDEN:attribute4	GOLDEN:attribute5	GOLDEN:attribute6	GOLDEN:attribute7	GOLDEN:attribute8	HINT:text	TASK:id	TASK:overlap	TASK:remaining_overlap
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/19.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/19_heap.jpg	"{""shape"":""rectangle""\,""left"":0.23490446593001843\,""top"":0.03143032535297728\,""width"":0.1566029772866789\,""height"":0.16697360343769185\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.09907535297728669\,""top"":0.08054020871700429\,""width"":0.062321593001841605\,""height"":0.08250460405156537\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.06391958256599141\,""top"":0.21608348680171885\,""width"":0.27805018416206256\,""height"":0.1492940454266421\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.060723603437691835\,""top"":0.538244321669736\,""width"":0.32439188152240633\,""height"":0.147329650092081\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6711556169429097\,""top"":0.023572744014732964\,""width"":0.055929634745242485\,""height"":0.07268262737875997\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.8133766881522405\,""top"":0.07071823204419889\,""width"":0.09907535297728676\,""height"":0.10411295273173726\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.6967234499693062\,""top"":0.2887661141804788\,""width"":0.05433164518109279\,""height"":0.07268262737875997\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.7063113873542051\,""top"":0.45377532228360956\,""width"":0.207738643339472\,""height"":0.2887661141804789\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.45063305709023943\,""top"":0.21608348680171885\,""width"":0.03195979128299564\,""height"":0.06482504604051564\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5129546500920811\,""top"":0.30055248618784525\,""width"":0.06072360343769179\,""height"":0.15322283609576431\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4394471301411909\,""top"":0.31430325352977284\,""width"":0.04634169736034377\,""height"":0.11000613873542053\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1f9	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/5.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/5_heap.jpg	"{""shape"":""rectangle""\,""left"":0.42102133210558607\,""top"":0.24289347414840698\,""width"":0.05788635666052799\,""height"":0.03207176056426256\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.39819290976058913\,""top"":0.27496523471266954\,""width"":0.03831913750767346\,""height"":0.057127823505092656\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4381426488643338\,""top"":0.27797196226556914\,""width"":0.04810274708410067\,""height"":0.03708297315242859\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.48869129834254127\,""top"":0.2849876598890016\,""width"":0.037503836709637806\,""height"":0.025056062940830126\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.42265193370165727\,""top"":0.4152791871813181\,""width"":0.04810274708410067\,""height"":0.04910988336402705\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.3256311387354203\,""top"":0.3822051840994224\,""width"":0.03913443830570901\,""height"":0.04510091329349425\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.3810715930018415\,""top"":0.35213790857042626\,""width"":0.06114755985267034\,""height"":0.06113679357562546\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5139656230816451\,""top"":0.4112702171107853\,""width"":0.031796731123388544\,""height"":0.08519061399882233\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d1eb	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12_heap.jpg	"{""shape"":""rectangle""\,""left"":0.47460290055248616\,""top"":0.22394106813996317\,""width"":0.06871355125844075\,""height"":0.043216697360343725\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.2764521945979128\,""top"":0.35555555555555557\,""width"":0.2700602363413137\,""height"":0.10804174340085942\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5497084100675261\,""top"":0.35555555555555557\,""width"":0.08948741559238793\,""height"":0.07857581338244324\,""label"":""3""}"																	3	00017975c2--60bccb43fe5d13225936d1f2	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/2.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/2_heap.jpg	"{""shape"":""rectangle""\,""left"":0.37073357888275016\,""top"":0.22590546347452423\,""width"":0.11026127992633517\,""height"":0.11589932473910375\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.39949739103744625\,""top"":0.17286678944137507\,""width"":0.05912561387354204\,""height"":0.04125230202578267\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5145526396562308\,""top"":0.44198895027624313\,""width"":0.07190953038674042\,""height"":0.10411295273173721\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.616823971761817\,""top"":0.5991405770411296\,""width"":0.0607236034376919\,""height"":0.06875383670963775\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.6088340239410681\,""top"":0.440024554941682\,""width"":0.07350751995089011\,""height"":0.12375690607734802\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.12304519643953345\,""top"":0.463597298956415\,""width"":0.06551757213014121\,""height"":0.10804174340085937\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5784722222222222\,""top"":0.027501534683855126\,""width"":0.0655175721301412\,""height"":0.10607734806629832\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d1e8	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10_heap.jpg	"{""shape"":""rectangle""\,""left"":0.23267693856452928\,""top"":0.2384852929228225\,""width"":0.05422485607816249\,""height"":0.023453799294311684\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.22062697054715985\,""top"":0.2619390922171342\,""width"":0.04819987206947779\,""height"":0.025922620272660346\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.26882684261663764\,""top"":0.2656423236846571\,""width"":0.056233184081057375\,""height"":0.09134637619889824\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.22363946255150222\,""top"":0.28786171248979453\,""width"":0.04317905206224046\,""height"":0.04073554614275193\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.24372274258045126\,""top"":0.36069193135107824\,""width"":0.051212364073820155\,""height"":0.035797904186054774\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.4385305588612572\,""top"":0.29526817542484035\,""width"":0.10342889214908774\,""height"":0.09628401815559545\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.2909184506484816\,""top"":0.45821035999584797\,""width"":0.097403908140403\,""height"":0.08023668179632953\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.33008084670493226\,""top"":0.4100683509180503\,""width"":0.07330397210566408\,""height"":0.04567318809944915\,""label"":""8""}"																	8	00017975c2--60bccb43fe5d13225936d1f0	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5194136389099179\,""top"":0.4168944996937937\,""width"":0.014558942822064491\,""height"":0.00620922842557009\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5348639455782311\,""top"":0.4263909666976068\,""width"":0.008616517180405459\,""height"":0.006939725887401993\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5143625771145078\,""top"":0.4227384793884479\,""width"":0.007428032052073652\,""height"":0.013514203043888007\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.474548325315393\,""top"":0.4333306925850088\,""width"":0.04397394974827612\,""height"":0.028124152280523618\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5182251537815862\,""top"":0.4369831798941677\,""width"":0.01812439820705969\,""height"":0.01899293400762636\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.5229790942949133\,""top"":0.42748671289035456\,""width"":0.010993487437069072\,""height"":0.009131218272897257\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.5229002661996668\,""top"":0.4239660691919726\,""width"":0.011044595762558451\,""height"":0.003194595314133186\,""label"":""7""},{""shape"":""rectangle""\,""left"":0.5109372926485731\,""top"":0.34258738938857275\,""width"":0.06917911289184253\,""height"":0.07148400008476968\,""label"":""8""},{""shape"":""rectangle""\,""left"":0.54352165741647\,""top"":0.4153038722334247\,""width"":0.055644069065177604\,""height"":0.05731044834382404\,""label"":""8""},{""shape"":""rectangle""\,""left"":0.45830101110043203\,""top"":0.46028949297642635\,""width"":0.09975828598171493\,""height"":0.04313689660287817\,""label"":""8""},{""shape"":""rectangle""\,""left"":0.4572984152614199\,""top"":0.38572428599145103\,""width"":0.055644069065177715\,""height"":0.04745058626316612\,""label"":""8""}"																	8	00017975c2--60bccb43fe5d13225936d1ef	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/14.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/14_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3547536832412523\,""top"":0.2868017188459177\,""width"":0.03835174953959486\,""height"":0.04125230202578267\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.3179999232658072\,""top"":0.3810926949048496\,""width"":0.09587937384898715\,""height"":0.09625537139349294\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.8165726672805401\,""top"":0.4282381829343155\,""width"":0.11026127992633528\,""height"":0.09036218538980967\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5305325352977287\,""top"":0.31233885819521173\,""width"":0.033557780847145446\,""height"":0.03535911602209951\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.5113566605279313\,""top"":0.3496623695518723\,""width"":0.07830148864333941\,""height"":0.031430325352977295\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.7766229281767956\,""top"":0.33394720687538365\,""width"":0.047939686924493574\,""height"":0.0687538367096378\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5017687231430324\,""top"":0.4007366482504604\,""width"":0.29562806936771036\,""height"":0.09821976672805399\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d1f4	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/15.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/15_heap.jpg	"{""shape"":""rectangle""\,""left"":0.3227938919582566\,""top"":0.18268876611418047\,""width"":0.10866329036218542\,""height"":0.12965009208103126\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.7270852516881522\,""top"":0.30841006752608957\,""width"":0.11185926949048497\,""height"":0.12375690607734813\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.8245626151012891\,""top"":0.5598526703499079\,""width"":0.04953767648864327\,""height"":0.07268262737875986\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.35315569367710253\,""top"":0.33198281154082254\,""width"":0.18376879987722528\,""height"":0.16697360343769185\,""label"":""4""}"																	4	00017975c2--60bccb43fe5d13225936d1f5	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/3.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/3_heap.jpg	"{""shape"":""rectangle""\,""left"":0.23490446593001843\,""top"":0.341804788213628\,""width"":0.03515577041129522\,""height"":0.04518109269490489\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.5640903161448741\,""top"":0.3751995089011664\,""width"":0.15180900859422963\,""height"":0.15715162676488648\,""label"":""2""}"																	2	00017975c2--60bccb43fe5d13225936d1e9	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/1.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/1_heap.jpg	"{""shape"":""rectangle""\,""left"":0.5481104205033763\,""top"":0.5087783916513199\,""width"":0.0687135512584407\,""height"":0.0530386740331491\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.4474370779619398\,""top"":0.3712707182320442\,""width"":0.062321593001841646\,""height"":0.0353591160220994\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.490582796193984\,""top"":0.40466543891958257\,""width"":0.04314571823204422\,""height"":0.06678944137507675\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.44221915285451185\,""top"":0.43031282494581624\,""width"":0.04647214548802947\,""height"":0.020044850352664068\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.44466505524861866\,""top"":0.4062590045226193\,""width"":0.04484154389195827\,""height"":0.024053820423196925\,""label"":""5""}"																	5	00017975c2--60bccb43fe5d13225936d1e7	infinite	infinite
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/4.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/4_heap.jpg	"{""shape"":""rectangle""\,""left"":0.48403243663948076\,""top"":0.2970235186945075\,""width"":0.06289463299131798\,""height"":0.04223736324311361\,""label"":""1""},{""shape"":""rectangle""\,""left"":0.40366707226168536\,""top"":0.3335337818368599\,""width"":0.04251211304042801\,""height"":0.021476625377854386\,""label"":""2""},{""shape"":""rectangle""\,""left"":0.4496733315794088\,""top"":0.34140854447540653\,""width"":0.02620609707971583\,""height"":0.025056062940830126\,""label"":""3""},{""shape"":""rectangle""\,""left"":0.4776265017977724\,""top"":0.34140854447540653\,""width"":0.06988292554590908\,""height"":0.032930825579376766\,""label"":""4""},{""shape"":""rectangle""\,""left"":0.5475094273436815\,""top"":0.34928330711395317\,""width"":0.024459023941068025\,""height"":0.017181300302283486\,""label"":""5""},{""shape"":""rectangle""\,""left"":0.37280211347890896\,""top"":0.3328178943242648\,""width"":0.030282601069893833\,""height"":0.0501121258816602\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.4030847145488028\,""top"":0.35572629472730943\,""width"":0.043094470753310576\,""height"":0.027203725478615548\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.46830877839165125\,""top"":0.372907595029593\,""width"":0.1292834122599315\,""height"":0.03149905055418639\,""label"":""6""},{""shape"":""rectangle""\,""left"":0.5719684512847495\,""top"":0.3321020068116696\,""width"":0.027953170218363632\,""height"":0.04008970070532819\,""label"":""6""}"																	6	00017975c2--60bccb43fe5d13225936d1ea	infinite	infinite
