INPUT:original	INPUT:original	OUTPUT:color1	OUTPUT:color2	OUTPUT:color3	OUTPUT:color4	OUTPUT:color5	OUTPUT:color6	OUTPUT:color7	OUTPUT:color8	OUTPUT:user_text1	OUTPUT:user_text2	OUTPUT:user_text3	OUTPUT:user_text4	OUTPUT:user_text5	OUTPUT:user_text6	OUTPUT:user_text7	OUTPUT:user_text8	OUTPUT:entity_text1	OUTPUT:entity_text2	OUTPUT:entity_text3	OUTPUT:entity_text4	OUTPUT:entity_text5	OUTPUT:entity_text6	OUTPUT:entity_text7	OUTPUT:entity_text8	OUTPUT:entity_suggest1	OUTPUT:entity_suggest2	OUTPUT:entity_suggest3	OUTPUT:entity_suggest4	OUTPUT:entity_suggest5	OUTPUT:entity_suggest6	OUTPUT:entity_suggest7	OUTPUT:entity_suggest8	GOLDEN:color1	GOLDEN:color2	GOLDEN:color3	GOLDEN:color4	GOLDEN:color5	GOLDEN:color6	GOLDEN:color7	GOLDEN:color8	GOLDEN:result1	GOLDEN:user_text1	GOLDEN:user_text2	GOLDEN:user_text3	GOLDEN:user_text4	GOLDEN:user_text5	GOLDEN:user_text6	GOLDEN:user_text7	GOLDEN:user_text8	GOLDEN:entity_text1	GOLDEN:entity_text2	GOLDEN:entity_text3	GOLDEN:entity_text4	GOLDEN:entity_text5	GOLDEN:entity_text6	GOLDEN:entity_text7	GOLDEN:entity_text8	GOLDEN:entity_suggest1	GOLDEN:entity_suggest2	GOLDEN:entity_suggest3	GOLDEN:entity_suggest4	GOLDEN:entity_suggest5	GOLDEN:entity_suggest6	GOLDEN:entity_suggest7	GOLDEN:entity_suggest8	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/8.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/8.jpg	"""BLACK"""	"""WHITE"""	"""WHITE"""	"""BLACK"""	"""WHITE"""	"""WHITE"""	"""BLACK"""	"""WHITE"""	"""pink and black"""			"""black and white"""													"""Beak"""	"""Crown"""	"""Throat"""	"""Ear coverts"""	"""Nape"""	"""Forehead"""	"""Wing"""	"""Vent"""																																				https://toloka.yandex.ru/task/24762090/000179d6ea--60bd03eb250bd33fac987c0c	000179d6ea--60bd03eb250bd33fac987c0c	a000408bc0f9ab7a82b9ce992a217d3b	APPROVED	2021-06-06T17:20:43.193	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	"""BLACK"""	"""WHITE"""	"""WHITE"""	"""BLACK"""	"""BLACK"""	"""WHITE"""	"""GREEN"""	"""GREEN"""	"""White"""			"""White"""	"""White"""	"""Black"""	"""Wavy"""	"""Wavy"""							"""Water"""	"""Water"""	"""Beak"""	"""Crown"""	"""Nape"""	"""Breast"""	"""Wing"""	"""Mantle"""																																						https://toloka.yandex.ru/task/24762090/000179d6ea--60bd2aa88a92a13359cc479a	000179d6ea--60bd2aa88a92a13359cc479a	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-06T20:06:00.767	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	"""YELLOW"""	"""ORANGE"""	"""YELLOW"""	"""YELLOW"""													"""white, black"""	"""black"""	"""white"""	"""black"""					"""Crown"""	"""Tail"""	"""Wing"""	"""Breast"""																																								https://toloka.yandex.ru/task/24762090/000179d6ea--60bd447e90429542be45c4d9	000179d6ea--60bd447e90429542be45c4d9	8a02284dde892420dcc826f7e7d9563a	APPROVED	2021-06-06T21:56:14.262	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/9.jpg	"""BLACK"""	"""BLACK"""	"""WHITE"""	"""BLACK"""	"""BLACK"""	"""BLACK"""			"""black and white"""	"""black and white"""		"""black and white"""													"""Beak"""	"""Mantle"""	"""Crown"""	"""Ear coverts"""	"""Breast"""	"""Wing"""																																						https://toloka.yandex.ru/task/24762090/000179d6ea--60bd5cfbf440ea685893bbc2	000179d6ea--60bd5cfbf440ea685893bbc2	a000408bc0f9ab7a82b9ce992a217d3b	APPROVED	2021-06-06T23:40:43.361	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	"""BLACK"""	"""WHITE"""	"""WHITE"""	"""GRAY"""	"""BLACK"""	"""WHITE"""	"""GREEN"""	"""GRAY"""	"""Pink"""		"""Black"""		"""White"""		"""Wavy,Reflective"""	"""Black"""							"""Water"""		"""Beak"""	"""Crown"""	"""Nape"""	"""Forehead"""	"""Wing"""	"""Throat"""		"""Ear coverts"""																																				https://toloka.yandex.ru/task/24762090/000179d6ea--60bd04b08a92a13359cad6f4	000179d6ea--60bd04b08a92a13359cad6f4	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-06T17:24:00.636	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	"""WHITE"""	"""BLACK"""	"""WHITE"""	"""BLACK"""		"""BLACK"""															"""black"""				"""Crown"""	"""Beak"""	"""Throat"""	"""Nape"""	"""Wing"""	"""Uppertail coverts"""																																						https://toloka.yandex.ru/task/24762090/000179d6ea--60bd3e3799211a6cb3a66f22	000179d6ea--60bd3e3799211a6cb3a66f22	ce5fa0d6ce7e706800f6ccb574c342fc	APPROVED	2021-06-06T21:29:27.182	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/10.jpg	"""BLACK"""	"""WHITE"""	"""BLACK"""	"""WHITE"""	"""WHITE"""	"""BLACK"""	"""BLACK"""		"""black and pink beak"""	"""the bird's forehead is half white and half beige"""	"""the bird's ear coverts are black and beige"""														"""Beak"""	"""Forehead"""	"""Ear coverts"""	"""Nape"""	"""Throat"""	"""Breast"""	"""Wing"""																																					https://toloka.yandex.ru/task/24762090/000179d6ea--60bd4a11c2e3f60252a11cfa	000179d6ea--60bd4a11c2e3f60252a11cfa	a000408bc0f9ab7a82b9ce992a217d3b	APPROVED	2021-06-06T22:20:01.354	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	"""BLUE"""	"""BLACK"""	"""BLACK"""		"""BLACK"""	"""BLUE"""	"""BLUE"""					"""Brown"""		"""Wavy"""	"""Wavy"""	"""Brown"""						"""Water"""	"""Water"""		"""Beak"""	"""Crown"""	"""Forehead"""	"""Wing"""	"""Nape"""			"""Breast"""																																				https://toloka.yandex.ru/task/24762090/000179d6ea--60bd012b8a92a13359caa24f	000179d6ea--60bd012b8a92a13359caa24f	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-06T17:08:59.385	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	"""BLACK"""									"""brown"""	"""brown"""														"""Crown"""	"""Wing"""	"""Breast"""																																									https://toloka.yandex.ru/task/24762090/000179d6ea--60bd226690429542be44a032	000179d6ea--60bd226690429542be44a032	3ee9eabae5e66a035f8c14034061d92f	APPROVED	2021-06-06T19:30:46.732	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/11.jpg	"""WHITE"""	"""ORANGE"""	"""WHITE"""	"""BLACK"""	"""BLACK"""	"""ORANGE"""	"""ORANGE"""	"""BLACK"""																	"""Beak"""	"""Mantle"""	"""Ear coverts"""	"""Forehead"""	"""Crown"""	"""Nape"""	"""Throat"""	"""Breast"""																																				https://toloka.yandex.ru/task/24762090/000179d6ea--60bd385890429542be455a4d	000179d6ea--60bd385890429542be455a4d	f576daac5f2d8049fdd45e3d7175397c	APPROVED	2021-06-06T21:04:24.898	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	"""BLACK"""			"""BLACK"""	"""BLACK"""	"""GREEN"""	"""GREEN"""	"""GREEN"""		"""Brown"""	"""Brown"""			"""Wavy"""	"""Wavy"""	"""Wavy"""						"""Water"""	"""Water"""	"""Water"""	"""Crown"""	"""Wing"""	"""Breast"""	"""Forehead"""	"""Nape"""																																							https://toloka.yandex.ru/task/24762090/000179d6ea--60bcf6de5bc69d7846324f6a	000179d6ea--60bcf6de5bc69d7846324f6a	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-06T16:25:02.330	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	"""BLACK"""	"""BLACK"""	"""BLACK"""	"""ORANGE"""	"""ORANGE"""	"""ORANGE"""	"""ORANGE"""	"""ORANGE"""																	"""Crown"""	"""Throat"""	"""Nape"""	"""Mantle"""	"""Wing"""	"""Rump"""	"""Tail"""	"""Vent"""																																				https://toloka.yandex.ru/task/24762090/000179d6ea--60bcfa45f0deff310ab9054a	000179d6ea--60bcfa45f0deff310ab9054a	5e6241c0c57a5d6a54ac17bdf9da94df	APPROVED	2021-06-06T16:39:33.075	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/12.jpg	"""BLACK"""	"""BLACK"""	"""WHITE"""	"""BLACK"""	"""WHITE"""	"""RED"""		"""BLACK"""																	"""Crown"""	"""Forehead"""	"""Beak"""	"""Throat"""	"""Ear coverts"""	"""Wing"""	"""Tail"""	"""Rump"""																																				https://toloka.yandex.ru/task/24762090/000179d6ea--60bd0366f440ea685890f6ba	000179d6ea--60bd0366f440ea685890f6ba	270308a23f8aff76264760b89efad01f	APPROVED	2021-06-06T17:18:30.845	+	
https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/13.jpg	https://raw.githubusercontent.com/sc16s2w/CS4145_Crowd_Computing/main/13.jpg	"""BLACK"""	"""BLACK"""	"""WHITE"""		"""BLACK"""	"""BLACK"""					"""Black"""	"""Brown"""			"""Brown"""	"""Beige"""								"""Cane"""	"""Crown"""	"""Forehead"""	"""Nape"""	"""Breast"""	"""Tail"""	"""Ear coverts"""	"""Wing"""																																					https://toloka.yandex.ru/task/24762090/000179d6ea--60bd1955c2e3f602529f36cd	000179d6ea--60bd1955c2e3f602529f36cd	ce58f3ca97ad6ebb5e7054c8fda87829	APPROVED	2021-06-06T18:52:05.747	+	
